receipt_no,sale_datetime,item_code,size,qty,unit_price,member_id,payment
NM-001472,21/02/2569 07:54,B01,,1,55,,QR
NM-001473,21/02/2569 08:29,C04,M,1,65,,CARD
NM-001473,21/02/2569 08:29,B01,,1,55,,CARD
NM-001474,21/02/2569 08:34,C03,S,1,55,M0672,CASH
NM-001474,21/02/2569 08:34,B03,,1,85,M0672,CASH
NM-001475,21/02/2569 08:56,C06,S,1,65,M0490,QR
NM-001475,21/02/2569 08:56,C01,M,1,55,M0490,QR
NM-001476,21/02/2569 09:19,B01,,1,55,,CARD
NM-001477,21/02/2569 09:48,C02,L,1,65,,QR
NM-001477,21/02/2569 09:48,B04,,1,75,,QR
NM-001478,21/02/2569 09:54,B03,,1,85,M0178,QR
NM-001479,21/02/2569 10:02,C03,M,1,65,,QR
NM-001480,21/02/2569 10:16,B01,,1,55,,QR
NM-001481,21/02/2569 10:38,C04,L,1,75,,CARD
NM-001482,21/02/2569 11:29,T02,M,1,70,,CARD
NM-001483,21/02/2569 11:36,C05,L,1,80,,QR
NM-001484,21/02/2569 11:39,C06,L,1,85,M0182,CASH
NM-001485,21/02/2569 12:01,B01,,2,55,,CARD
NM-001486,21/02/2569 12:20,T02,M,1,70,,QR
NM-001487,21/02/2569 12:51,C04,M,1,65,,CASH
NM-001488,21/02/2569 12:55,C03,S,1,,M0795,QR
NM-001488,21/02/2569 12:55,B03,,1,85,M0795,QR
NM-001488,21/02/2569 12:55,C02,M,1,55,M0795,QR
NM-001489,21/02/2569 13:06,C01,S,1,45,,QR
NM-001489,21/02/2569 13:06,B04,,1,75,,QR
NM-001490,21/02/2569 13:32,T01,L,1,,,CARD
NM-001490,21/02/2569 13:32,B03,,1,85,,CARD
NM-001491,21/02/2569 13:44,T02,L,2,80,,QR
NM-001491,21/02/2569 13:44,T01,S,1,45,,QR
NM-001492,21/02/2569 14:02,T03,S,1,40,,CASH
NM-001493,21/02/2569 14:26,T04,S,1,50,M0287,QR
NM-001494,21/02/2569 14:30,C04,L,2,75,M0631,CARD
NM-001494,21/02/2569 14:30,T01,S,1,45,M0631,CARD
NM-001495,21/02/2569 14:30,T02,L,1,80,M0366,CARD
NM-001496,21/02/2569 14:32,C01,S,2,45,M0193,CASH
NM-001497,21/02/2569 14:48,T05,L,1,70,M0331,QR
NM-001498,21/02/2569 15:22,B03,,1,85,M0513,CASH
NM-001498,21/02/2569 15:22,B03,,1,85,M0513,CASH
NM-001499,21/02/2569 15:46,T01,L,1,65,,QR
NM-001499,21/02/2569 15:46,B02,,1,50,,QR
NM-001499,21/02/2569 15:46,T04,L,1,70,,QR
NM-001500,21/02/2569 16:01,C02,S,1,45,,CARD
NM-001500,21/02/2569 16:01,B01,,1,55,,CARD
NM-001501,21/02/2569 16:26,C06,M,1,75,,QR
NM-001502,21/02/2569 16:37,T03,M,1,50,,CASH
NM-001503,21/02/2569 16:38,C04,M,1,65,,QR
NM-001504,21/02/2569 17:31,T05,L,1,70,,CASH
NM-001505,21/02/2569 18:38,T01,L,2,65,,QR
NM-001506,21/02/2569 18:39,T04,M,1,60,,QR
NM-001507,22/02/2569 07:19,T01,L,2,65,M0274,CASH
NM-001508,22/02/2569 07:27,B03,,3,85,M0366,CARD
NM-001509,22/02/2569 07:57,T02,M,1,70,M0360,CASH
NM-001510,22/02/2569 08:08,T02,M,1,70,,QR
NM-001511,22/02/2569 08:18,C03,M,1,65,,QR
NM-001511,22/02/2569 08:18,B03,,1,85,,QR
NM-001512,22/02/2569 08:21,T05,M,2,60,,QR
NM-001513,22/02/2569 08:27,C02,M,1,55,,CARD
NM-001514,22/02/2569 08:32,B02,,1,50,M0112,CASH
NM-001515,22/02/2569 08:55,C01,S,1,45,,QR
NM-001515,22/02/2569 08:55,B04,,1,75,,QR
NM-001515,22/02/2569 08:55,C02,M,1,55,,QR
NM-001516,22/02/2569 09:29,C02,L,1,65,M0371,QR
NM-001516,22/02/2569 09:29,B01,,1,55,M0371,QR
NM-001517,22/02/2569 09:37,C02,M,1,55,,QR
NM-001518,22/02/2569 10:00,C04,M,1,65,M0651,CARD
NM-001519,22/02/2569 10:34,C04,M,1,65,M0770,QR
NM-001519,22/02/2569 10:34,B04,,1,75,M0770,QR
NM-001520,22/02/2569 11:04,T05,S,1,50,,QR
NM-001521,22/02/2569 11:53,T02,L,1,80,,CASH
NM-001522,22/02/2569 11:56,C06,L,100,85,M0056,CASH
NM-001523,22/02/2569 12:04,C04,M,1,65,,QR
NM-001523,22/02/2569 12:04,B04,,1,75,,QR
NM-001524,22/02/2569 12:21,C05,M,3,70,M0651,CARD
NM-001525,22/02/2569 12:36,T02,M,2,70,M0115,CASH
NM-001525,22/02/2569 12:36,B01,,1,,M0115,CASH
NM-001526,22/02/2569 12:48,T03,S,1,40,,QR
NM-001527,22/02/2569 13:27,T03,M,1,50,,QR
NM-001528,22/02/2569 13:27,T01,M,2,55,,CASH
NM-001528,22/02/2569 13:27,B02,,1,50,,CASH
NM-001529,22/02/2569 13:47,T01,L,1,65,M0182,CASH
NM-001529,22/02/2569 13:47,B02,,1,50,M0182,CASH
NM-001530,22/02/2569 14:07,C01,S,3,45,M0236,QR
NM-001530,22/02/2569 14:07,B04,,1,75,M0236,QR
NM-001531,22/02/2569 14:20,C03,L,1,75,,CASH
NM-001532,22/02/2569 14:24,C03,M,1,65,M0081,CASH
NM-001532,22/02/2569 14:24,C03,M,1,65,M0081,CASH
NM-001532,22/02/2569 14:24,B03,,1,85,M0081,CASH
NM-001533,22/02/2569 14:36,C05,S,1,60,M0176,QR
NM-001534,22/02/2569 14:49,B03,,1,85,M0268,QR
NM-001534,22/02/2569 14:49,C01,M,1,55,M0268,QR
NM-001535,22/02/2569 15:07,C06,S,1,65,,CARD
NM-001536,22/02/2569 15:10,C05,M,3,70,,QR
NM-001537,22/02/2569 15:46,C02,L,1,65,M0058,QR
NM-001538,22/02/2569 16:46,C04,L,1,75,M0072,CASH
NM-001538,22/02/2569 16:46,B01,,1,55,M0072,CASH
NM-001539,22/02/2569 19:04,C06,M,1,75,,QR
NM-001540,23/02/2569 07:51,T01,L,3,65,M0427,CASH
NM-001540,23/02/2569 07:51,B02,,1,50,M0427,CASH
NM-001541,23/02/2569 07:57,C02,S,1,45,,QR
NM-001541,23/02/2569 07:57,B01,,1,55,,QR
NM-001542,23/02/2569 08:38,C04,S,2,55,,QR
NM-001543,23/02/2569 08:53,C04,M,1,65,,CARD
NM-001544,23/02/2569 09:05,C01,M,1,,,CASH
NM-001544,23/02/2569 09:05,B04,,1,75,,CASH
NM-001545,23/02/2569 09:17,C03,L,2,75,M0502,CARD
NM-001546,23/02/2569 09:40,T01,S,1,45,,CARD
NM-001546,23/02/2569 09:40,B02,,1,50,,CARD
NM-001546,23/02/2569 09:40,C03,L,1,75,,CARD
NM-001547,23/02/2569 10:06,B02,,1,50,M0330,QR
NM-001548,23/02/2569 10:23,C04,M,1,65,M0204,QR
NM-001548,23/02/2569 10:23,B02,,1,50,M0204,QR
NM-001549,23/02/2569 11:23,C04,M,1,65,M0228,CASH
NM-001550,23/02/2569 12:02,C02,M,1,55,,CASH
NM-001550,23/02/2569 12:02,B01,,1,55,,CASH
NM-001551,23/02/2569 13:34,T01,M,1,55,,CARD
NM-001551,23/02/2569 13:34,B02,,1,50,,CARD
NM-001552,23/02/2569 14:00,T02,L,1,80,M0164,QR
NM-001553,23/02/2569 15:01,C06,L,2,85,,QR
NM-001554,23/02/2569 16:01,C05,M,1,70,M0779,QR
NM-001555,23/02/2569 16:52,C01,S,1,45,,CASH
NM-001555,23/02/2569 16:52,B04,,1,75,,CASH
NM-001555,23/02/2569 16:52,C05,L,1,80,,CASH
NM-001556,23/02/2569 17:24,T04,M,1,60,,CARD
NM-001557,23/02/2569 17:50,T05,M,1,60,,QR
NM-001558,23/02/2569 18:42,C05,L,1,80,,CASH
NM-001559,23/02/2569 18:59,C03,L,1,75,,QR
NM-001560,23/02/2569 19:04,C03,,2,75,,QR
NM-001560,23/02/2569 19:04,B03,,1,85,,QR
NM-001561,24/02/2569 07:01,C06,M,1,75,,QR
NM-001562,24/02/2569 07:09,C02,L,1,65,M0264,QR
NM-001563,24/02/2569 08:10,C06,L,1,85,,QR
NM-001564,24/02/2569 08:28,B01,,1,55,,QR
NM-001564,24/02/2569 08:28,T02,M,1,70,,QR
NM-001565,24/02/2569 08:29,T05,M,1,60,,QR
NM-001566,24/02/2569 08:37,C02,S,1,45,M0631,QR
NM-001567,24/02/2569 08:56,B04,,3,75,M0137,CARD
NM-001568,24/02/2569 09:02,T03,,1,60,M0774,CARD
NM-001569,24/02/2569 09:08,C03,S,1,55,M0462,QR
NM-001569,24/02/2569 09:08,C04,S,1,55,M0462,QR
NM-001570,24/02/2569 09:32,C06,M,1,75,M0489,QR
NM-001571,24/02/2569 09:53,C06,L,2,85,M0109,QR
NM-001572,24/02/2569 09:59,T02,L,2,80,,QR
NM-001573,24/02/2569 10:03,C03,S,1,55,,QR
NM-001574,24/02/2569 11:26,C03,L,2,75,M0442,CASH
NM-001574,24/02/2569 11:26,B03,,1,85,M0442,CASH
NM-001574,24/02/2569 11:26,T01,L,1,65,M0442,CASH
NM-001575,24/02/2569 11:45,T03,M,1,50,,QR
NM-001575,24/02/2569 11:45,B02,,1,50,,QR
NM-001575,24/02/2569 11:45,C06,M,1,75,,QR
NM-001576,24/02/2569 11:56,C06,M,1,75,M0650,QR
NM-001577,24/02/2569 12:02,T01,M,1,55,,QR
NM-001577,24/02/2569 12:02,B02,,1,50,,QR
NM-001577,24/02/2569 12:02,B01,,1,55,,QR
NM-001578,24/02/2569 13:32,B04,,1,75,M0038,CASH
NM-001579,24/02/2569 13:42,B02,,2,5000,,QR
NM-001580,24/02/2569 13:44,C03,,1,55,,QR
NM-001581,24/02/2569 14:56,B03,,2,85,M0112,CASH
NM-001582,24/02/2569 14:57,C04,S,1,55,,CARD
NM-001583,24/02/2569 15:17,B02,,2,50,,QR
NM-001584,24/02/2569 15:40,B02,,1,50,,QR
NM-001585,24/02/2569 16:50,T01,S,1,45,,CASH
NM-001586,24/02/2569 17:21,B02,,1,50,M0407,CARD
NM-001587,24/02/2569 19:09,T01,M,1,55,M0623,QR
NM-001587,24/02/2569 19:09,B02,,1,50,M0623,QR
NM-001588,24/02/2569 19:14,T03,S,1,40,,QR
NM-001589,25/02/2569 07:08,C01,S,1,45,,CASH
NM-001590,25/02/2569 08:11,C02,L,1,65,,CARD
NM-001590,25/02/2569 08:11,B01,,1,55,,CARD
NM-001591,25/02/2569 08:21,T02,L,1,80,,CARD
NM-001592,25/02/2569 09:01,T04,M,1,60,,QR
NM-001592,25/02/2569 09:01,B03,,1,85,,QR
NM-001593,25/02/2569 09:10,C03,L,1,75,,CARD
NM-001593,25/02/2569 09:10,B03,,1,85,,CARD
NM-001594,25/02/2569 09:43,C02,M,1,55,,QR
NM-001594,25/02/2569 09:43,B01,,1,55,,QR
NM-001595,25/02/2569 10:04,C01,M,1,55,M0649,QR
NM-001595,25/02/2569 10:04,B04,,1,75,M0649,QR
NM-001596,25/02/2569 10:54,T04,M,1,60,M0532,QR
NM-001597,25/02/2569 11:01,T02,M,1,70,,CARD
NM-001598,25/02/2569 11:41,T01,M,1,55,,CARD
NM-001599,25/02/2569 11:44,T02,M,1,70,,QR
NM-001600,25/02/2569 12:01,C06,M,1,75,,QR
NM-001601,25/02/2569 12:37,C01,L,1,65,,QR
NM-001602,25/02/2569 13:41,T04,M,1,60,,QR
NM-001603,25/02/2569 14:26,C04,M,1,65,,CARD
NM-001604,25/02/2569 14:29,B01,,1,55,,CARD
NM-001605,25/02/2569 14:46,T01,M,1,55,,CASH
NM-001606,25/02/2569 15:20,C03,M,1,65,,CASH
NM-001606,25/02/2569 15:20,B03,,1,85,,CASH
NM-001607,25/02/2569 15:23,C03,M,1,65,,QR
NM-001608,25/02/2569 15:51,B03,,1,85,,QR
NM-001609,25/02/2569 16:13,C04,S,1,55,,QR
NM-001610,25/02/2569 16:15,T01,M,1,55,M0057,QR
NM-001611,25/02/2569 17:54,T04,L,1,70,,CARD
NM-001612,25/02/2569 18:05,C02,S,1,45,M0031,CASH
NM-001612,25/02/2569 18:05,B03,,1,85,M0031,CASH
NM-001613,26/02/2569 07:32,T01,S,1,45,,CARD
NM-001613,26/02/2569 07:32,B02,,1,50,,CARD
NM-001614,26/02/2569 08:03,C03,S,1,55,,CARD
NM-001614,26/02/2569 08:03,B03,,1,85,,CARD
NM-001615,26/02/2569 08:24,B01,,1,55,,CASH
NM-001616,26/02/2569 08:28,C02,M,1,55,,QR
NM-001617,26/02/2569 08:36,C02,S,1,45,,CARD
NM-001617,26/02/2569 08:36,B01,,1,55,,CARD
NM-001618,26/02/2569 09:02,T02,M,1,70,M0052,CARD
NM-001619,26/02/2569 09:09,T05,M,1,60,,QR
NM-001620,26/02/2569 09:59,C04,S,2,55,,CARD
NM-001620,26/02/2569 09:59,T01,M,1,55,,CARD
NM-001621,26/02/2569 09:59,B03,,1,85,,QR
NM-001622,26/02/2569 10:19,T04,M,1,60,,QR
NM-001623,26/02/2569 10:43,C03,M,1,65,M0359,QR
NM-001623,26/02/2569 10:43,B03,,1,,M0359,QR
NM-001624,26/02/2569 11:38,T04,M,1,60,M0139,QR
NM-001625,26/02/2569 11:45,C04,S,1,55,,CARD
NM-001626,26/02/2569 12:15,B01,,1,55,,QR
NM-001627,26/02/2569 12:29,B01,,1,55,M0800,CASH
NM-001628,26/02/2569 12:37,T04,M,1,60,,QR
NM-001629,26/02/2569 13:07,B02,,1,50,,CASH
NM-001630,26/02/2569 13:47,C03,M,2,65,,QR
NM-001631,26/02/2569 13:58,T01,L,1,65,,CARD
NM-001631,26/02/2569 13:58,T03,L,1,60,,CARD
NM-001632,26/02/2569 14:10,T01,M,1,55,,CASH
NM-001632,26/02/2569 14:10,B02,,1,50,,CASH
NM-001632,26/02/2569 14:10,B04,,1,75,,CASH
NM-001633,26/02/2569 14:47,B03,,3,85,,CASH
NM-001634,26/02/2569 15:25,B03,,3,85,M0800,CARD
NM-001635,26/02/2569 15:41,T04,L,1,70,M0814,QR
NM-001636,26/02/2569 15:50,T05,S,1,50,M0235,QR
NM-001636,26/02/2569 15:50,B01,,1,55,M0235,QR
NM-001637,26/02/2569 17:26,C01,L,1,65,M0195,CASH
NM-001638,26/02/2569 18:11,B02,,1,50,,QR
NM-001639,26/02/2569 19:42,C04,S,1,55,M0398,QR
NM-001640,27/02/2569 07:10,B01,,1,55,,CASH
NM-001641,27/02/2569 08:07,C04,S,1,55,,CARD
NM-001642,27/02/2569 08:12,C03,L,2,75,,QR
NM-001642,27/02/2569 08:12,C05,L,1,80,,QR
NM-001643,27/02/2569 09:02,C04,S,3,,,CASH
NM-001643,27/02/2569 09:02,B01,,1,55,,CASH
NM-001644,27/02/2569 09:08,B04,,1,75,M0119,QR
NM-001644,27/02/2569 09:08,C05,S,1,60,M0119,QR
NM-001645,27/02/2569 10:14,B03,,2,85,,QR
NM-001645,27/02/2569 10:14,B03,,2,85,,QR
NM-001646,27/02/2569 11:31,T03,M,1,,M0476,QR
NM-001646,27/02/2569 11:31,C01,M,1,55,M0476,QR
NM-001647,27/02/2569 11:33,B03,,1,85,,QR
NM-001648,27/02/2569 11:43,C06,,1,75,,CARD
NM-001648,27/02/2569 11:43,B03,,1,85,,CARD
NM-001649,27/02/2569 12:17,C03,S,1,55,M0342,CASH
NM-001649,27/02/2569 12:17,B03,,1,85,M0342,CASH
NM-001650,27/02/2569 12:47,T04,M,1,60,M0263,QR
NM-001651,27/02/2569 12:50,T01,S,1,45,,QR
NM-001651,27/02/2569 12:50,B02,,1,50,,QR
NM-001652,27/02/2569 12:51,T04,L,2,70,M0557,QR
NM-001653,27/02/2569 13:09,B01,,1,55,M0233,CARD
NM-001654,27/02/2569 15:20,B01,,1,55,,QR
NM-001655,27/02/2569 15:25,T01,S,1,45,,QR
NM-001656,27/02/2569 15:38,T03,S,1,40,,QR
NM-001657,27/02/2569 15:39,B03,,2,85,M0115,QR
NM-001658,27/02/2569 16:42,T03,M,1,50,M0219,QR
NM-001658,27/02/2569 16:42,B04,,1,75,M0219,QR
NM-001658,27/02/2569 16:42,T01,S,1,45,M0219,QR
NM-001659,27/02/2569 17:14,C04,M,3,65,,QR
NM-001659,27/02/2569 17:14,B03,,1,85,,QR
NM-001660,27/02/2569 18:13,B01,,2,55,,CARD
NM-001661,27/02/2569 18:16,T01,S,1,45,,QR
NM-001662,27/02/2569 18:40,C04,M,1,65,M0112,QR
NM-001663,27/02/2569 18:55,C05,S,3,60,,CASH
NM-001664,27/02/2569 18:59,C04,L,1,75,M0124,CASH
NM-001665,27/02/2569 19:18,T05,M,1,60,M0499,CASH
NM-001666,27/02/2569 19:40,B01,,1,55,M0775,QR
NM-001667,28/02/2569 07:07,B02,,1,50,,QR
NM-001668,28/02/2569 07:18,C04,M,1,65,,CASH
NM-001669,28/02/2569 08:17,C03,M,1,,M0390,QR
NM-001669,28/02/2569 08:17,B03,,1,85,M0390,QR
NM-001670,28/02/2569 08:20,C05,M,3,70,,CARD
NM-001671,28/02/2569 08:29,C06,M,1,75,,CARD
NM-001672,28/02/2569 08:42,T01,M,1,55,M0730,CASH
NM-001673,28/02/2569 08:48,C02,L,1,65,,CASH
NM-001674,28/02/2569 08:57,C03,M,1,65,,CASH
NM-001674,28/02/2569 08:57,B03,,1,85,,CASH
NM-001675,28/02/2569 09:01,B02,,1,50,,QR
NM-001675,28/02/2569 09:01,T02,M,1,70,,QR
NM-001676,28/02/2569 09:27,B04,,2,75,M0327,CASH
NM-001677,28/02/2569 09:31,C05,M,2,70,M0504,QR
NM-001677,28/02/2569 09:31,C04,M,1,65,M0504,QR
NM-001678,28/02/2569 09:40,C06,L,2,85,M0318,CARD
NM-001679,28/02/2569 09:42,T01,M,1,55,,CARD
NM-001679,28/02/2569 09:42,B02,,1,50,,CARD
NM-001679,28/02/2569 09:42,B01,,1,55,,CARD
NM-001680,28/02/2569 09:44,B04,,1,75,,QR
NM-001681,28/02/2569 09:50,C05,M,3,70,,CARD
NM-001682,28/02/2569 09:51,C05,L,1,80,,CARD
NM-001683,28/02/2569 10:18,C03,M,1,65,M0797,CASH
NM-001683,28/02/2569 10:18,C06,L,1,85,M0797,CASH
NM-001684,28/02/2569 11:04,C04,M,1,65,M0149,CASH
NM-001685,28/02/2569 11:31,T01,L,2,65,,CARD
NM-001685,28/02/2569 11:31,B02,,1,50,,CARD
NM-001686,28/02/2569 11:35,C06,L,1,,M0800,QR
NM-001687,28/02/2569 11:47,C05,M,1,70,,QR
NM-001688,28/02/2569 13:16,C02,M,1,55,,QR
NM-001688,28/02/2569 13:16,B01,,1,55,,QR
NM-001689,28/02/2569 13:51,T03,M,1,50,,QR
NM-001690,28/02/2569 14:08,B04,,1,75,,CARD
NM-001691,28/02/2569 14:28,B04,,1,75,,CARD
NM-001692,28/02/2569 15:57,C02,M,1,55,,QR
NM-001692,28/02/2569 15:57,T02,M,1,70,,QR
NM-001693,28/02/2569 16:08,T02,L,1,80,,CASH
NM-001694,28/02/2569 16:13,T04,M,1,60,,QR
NM-001694,28/02/2569 16:13,T01,M,1,55,,QR
NM-001695,28/02/2569 16:23,B01,,1,55,,QR
NM-001696,28/02/2569 16:44,B02,,1,50,M0236,QR
NM-001697,28/02/2569 16:50,T05,M,1,60,,QR
NM-001698,28/02/2569 17:25,C02,S,1,45,M0411,CASH
NM-001698,28/02/2569 17:25,B01,,1,55,M0411,CASH
NM-001699,28/02/2569 18:09,T02,S,1,60,,CASH
NM-001700,28/02/2569 18:30,B02,,1,50,,QR
NM-001701,01/03/2569 07:25,C03,L,1,75,M0791,QR
NM-001702,01/03/2569 07:26,C04,M,1,65,,CASH
NM-001702,01/03/2569 07:26,C03,S,1,55,,CASH
NM-001703,01/03/2569 08:18,C03,S,3,55,M0642,CASH
NM-001703,01/03/2569 08:18,B03,,1,85,M0642,CASH
NM-001704,01/03/2569 09:21,B04,,1,75,,QR
NM-001705,01/03/2569 09:25,C03,M,1,,,CARD
NM-001705,01/03/2569 09:25,B03,,0,85,,CARD
NM-001706,01/03/2569 10:01,T03,M,1,50,,QR
NM-001707,01/03/2569 10:06,T02,M,1,70,M0777,QR
NM-001708,01/03/2569 10:11,T04,S,2,50,M0637,QR
NM-001709,01/03/2569 10:20,B01,,3,55,,CASH
NM-001710,01/03/2569 10:22,T03,M,1,50,,QR
NM-001710,01/03/2569 10:22,B04,,1,75,,QR
NM-001711,01/03/2569 10:41,T02,M,1,70,M0686,QR
NM-001712,01/03/2569 10:52,C05,M,1,70,M9311,QR
NM-001713,01/03/2569 10:52,C06,S,1,65,M0793,QR
NM-001714,01/03/2569 10:57,T01,L,1,65,,QR
NM-001714,01/03/2569 10:57,B02,,1,50,,QR
NM-001714,01/03/2569 10:57,C04,M,1,65,,QR
NM-001715,01/03/2569 11:11,B04,,1,75,,QR
NM-001716,01/03/2569 11:30,B02,,2,50,M0234,QR
NM-001717,01/03/2569 11:42,C02,M,1,55,M0596,QR
NM-001718,01/03/2569 11:58,T01,M,1,55,,QR
NM-001719,01/03/2569 12:21,T04,M,1,60,,QR
NM-001719,01/03/2569 12:21,T01,M,1,55,,QR
NM-001720,01/03/2569 13:08,T04,M,1,60,,QR
NM-001720,01/03/2569 13:08,T01,M,1,55,,QR
NM-001721,01/03/2569 13:24,C03,L,1,75,,CASH
NM-001722,01/03/2569 13:32,T03,L,1,,,CARD
NM-001723,01/03/2569 13:54,C06,S,1,65,,QR
NM-001724,01/03/2569 13:58,C04,L,1,75,M0233,QR
NM-001724,01/03/2569 13:58,T05,M,1,60,M0233,QR
NM-001725,01/03/2569 14:09,B04,,1,75,,QR
NM-001725,01/03/2569 14:09,C06,M,1,75,,QR
NM-001726,01/03/2569 14:40,T01,L,1,65,,QR
NM-001727,01/03/2569 15:13,C04,L,1,75,M0720,QR
NM-001727,01/03/2569 15:13,B04,,1,75,M0720,QR
NM-001728,01/03/2569 15:32,T03,S,2,40,,CASH
NM-001728,01/03/2569 15:32,B04,,1,75,,CASH
NM-001729,01/03/2569 15:38,T05,L,1,70,,QR
NM-001730,01/03/2569 16:10,T01,S,1,45,,QR
NM-001730,01/03/2569 16:10,B02,,1,50,,QR
NM-001731,01/03/2569 16:19,B02,,1,50,,CASH
NM-001732,01/03/2569 17:15,T02,M,1,70,,CARD
NM-001733,01/03/2569 17:59,T03,M,1,50,,QR
NM-001734,01/03/2569 18:23,T02,S,1,60,M0712,QR
NM-001735,01/03/2569 18:44,T05,M,1,60,M0150,QR
NM-001735,01/03/2569 18:44,T01,M,1,55,M0150,QR
NM-001736,01/03/2569 18:45,C05,L,100,80,,QR
NM-001737,02/03/2569 07:04,B02,,1,50,M0273,CARD
NM-001738,02/03/2569 08:47,C02,S,1,45,M0057,QR
NM-001739,02/03/2569 09:10,C02,L,2,65,,QR
NM-001740,02/03/2569 09:32,C02,S,2,45,,CASH
NM-001740,02/03/2569 09:32,B01,,1,55,,CASH
NM-001740,02/03/2569 09:32,C06,M,1,75,,CASH
NM-001741,02/03/2569 09:44,C02,S,3,45,M0123,CASH
NM-001742,02/03/2569 09:46,C02,M,-1,55,,QR
NM-001742,02/03/2569 09:46,B01,,1,55,,QR
NM-001743,02/03/2569 09:48,C02,M,2,55,M0782,QR
NM-001743,02/03/2569 09:48,B01,,1,55,M0782,QR
NM-001743,02/03/2569 09:48,C03,M,1,65,M0782,QR
NM-001744,02/03/2569 09:52,T02,M,1,70,M0549,QR
NM-001745,02/03/2569 10:19,B01,,1,55,,CARD
NM-001746,02/03/2569 10:30,T03,L,1,60,,QR
NM-001747,02/03/2569 11:47,C01,L,1,65,,QR
NM-001747,02/03/2569 11:47,B04,,1,75,,QR
NM-001748,02/03/2569 11:52,B03,,2,85,,QR
NM-001749,02/03/2569 12:24,T02,M,2,70,M0770,QR
NM-001749,02/03/2569 12:24,B01,,1,55,M0770,QR
NM-001750,02/03/2569 12:34,C03,M,1,65,M0468,QR
NM-001750,02/03/2569 12:34,B03,,1,85,M0468,QR
NM-001751,02/03/2569 12:51,C02,M,2,55,,QR
NM-001752,02/03/2569 13:20,C02,M,1,55,,QR
NM-001752,02/03/2569 13:20,B01,,1,55,,QR
NM-001753,02/03/2569 13:28,C05,M,2,70,M0245,QR
NM-001753,02/03/2569 13:28,C02,M,1,55,M0245,QR
NM-001754,02/03/2569 14:59,T01,M,2,55,M0392,QR
NM-001754,02/03/2569 14:59,B02,,1,50,M0392,QR
NM-001755,02/03/2569 15:43,C01,M,1,55,M0795,QR
NM-001755,02/03/2569 15:43,B01,,1,55,M0795,QR
NM-001755,02/03/2569 15:43,C06,M,1,75,M0795,QR
NM-001756,02/03/2569 16:21,C05,S,1,60,,QR
NM-001757,02/03/2569 16:31,C06,M,1,75,,QR
NM-001758,02/03/2569 16:39,T04,S,1,50,,QR
NM-001758,02/03/2569 16:39,B02,,1,50,,QR
NM-001759,02/03/2569 16:48,T01,M,1,55,,CASH
NM-001759,02/03/2569 16:48,B03,,1,85,,CASH
NM-001760,02/03/2569 17:47,C02,M,1,55,,CARD
NM-001761,02/03/2569 19:07,T01,S,1,45,,CARD
NM-001761,02/03/2569 19:07,B02,,1,50,,CARD
NM-001761,02/03/2569 19:07,T04,M,1,60,,CARD
NM-001762,03/03/2569 07:22,T01,M,1,,M0467,QR
NM-001763,03/03/2569 07:22,T02,M,1,70,,QR
NM-001763,03/03/2569 07:22,T05,L,1,70,,QR
NM-001764,03/03/2569 08:10,C04,S,1,55,,QR
NM-001765,03/03/2569 08:58,T02,M,1,70,,QR
NM-001766,03/03/2569 09:13,T01,S,1,45,,QR
NM-001766,03/03/2569 09:13,B02,,1,50,,QR
NM-001767,03/03/2569 09:56,C02,L,1,65,M0278,CASH
NM-001768,03/03/2569 10:00,B02,,2,50,,CASH
NM-001769,03/03/2569 10:15,T03,S,2,40,M0369,QR
NM-001770,03/03/2569 10:31,C06,M,2,75,,QR
NM-001771,03/03/2569 10:36,T04,M,1,60,,CASH
NM-001772,03/03/2569 10:42,T01,S,1,45,,CASH
NM-001772,03/03/2569 10:42,B02,,1,50,,CASH
NM-001773,03/03/2569 10:54,C01,M,2,55,,QR
NM-001774,03/03/2569 11:25,C03,L,1,75,,QR
NM-001774,03/03/2569 11:25,T04,L,1,70,,QR
NM-001775,03/03/2569 11:26,B02,,1,50,M0138,QR
NM-001776,03/03/2569 11:39,C05,M,1,70,,QR
NM-001777,03/03/2569 13:57,T04,S,2,50,M0081,CARD
NM-001778,03/03/2569 14:08,B01,,1,55,M0171,QR
NM-001779,03/03/2569 14:43,B01,,1,55,,QR
NM-001780,03/03/2569 14:57,C03,M,1,65,M0739,QR
NM-001781,03/03/2569 15:18,T03,M,1,50,,QR
NM-001782,03/03/2569 15:34,T03,M,1,50,,CASH
NM-001783,03/03/2569 15:44,B01,,2,55,,CARD
NM-001784,03/03/2569 16:03,C01,M,1,55,M0535,CARD
NM-001784,03/03/2569 16:03,B04,,1,75,M0535,CARD
NM-001785,03/03/2569 16:17,T02,M,1,70,,QR
NM-001786,03/03/2569 16:46,T02,M,1,70,,CASH
NM-001787,03/03/2569 16:58,C06,S,1,65,M0535,CARD
NM-001788,03/03/2569 17:24,T04,S,1,50,M0740,QR
NM-001788,03/03/2569 17:24,T01,S,1,45,M0740,QR
NM-001789,03/03/2569 17:28,T01,L,1,65,,CASH
NM-001790,03/03/2569 17:47,T04,L,1,70,M0442,QR
NM-001791,03/03/2569 18:53,T02,L,1,80,,CASH
NM-001791,03/03/2569 18:53,B03,,1,85,,CASH
NM-001792,04/03/2569 07:03,C01,L,1,65,,CARD
NM-001792,04/03/2569 07:03,B04,,1,75,,CARD
NM-001792,04/03/2569 07:03,B02,,1,50,,CARD
